# ID     FLUX_G     FLUX_R      FLUX_I    FLUX_VIS   FLUX_Z     FLUX_Y   FLUX_J   FLUX_H   FLUXERR_G   FLUXERR_R   FLUXERR_I   FLUXERR_VIS   FLUXERR_Z   FLUXERR_Y   FLUXERR_J   FLUXERR_H   ZSPEC     AGN_FLAG   SUPER_ID  
  6025   0.2169     0.3966    0.3151   0.5199   0.6664    0.3247   0.6274   0.2764   0.04841   0.07086   0.1559    0.07979   0.09817   0.1345    0.1333    0.1406    0.3466    0        65894  
  6026   0.4987     5.418     24.78    27.12    38.0      54.09    73.0     110.1    0.08228   0.1192    0.2651    0.1781    0.1657    0.2131    0.2094    0.2228    0.667     100      61055  
  6029   0.2594     0.4861    0.4686   0.6636   0.8586    0.7298   0.7555   0.9656   0.04913   0.07017   0.158     0.06543   0.09667   0.1094    0.1071    0.115     2.80237   0        65738  
  6040   0.3241     0.3433    0.633    0.4646   0.1449    0.4527   0.4326   0.5058   0.04707   0.06514   0.151     0.04251   0.08901   0.08774   0.08555   0.0924    0.725     0        66038  
  6042   1.529      2.401     3.176    3.034    3.316     3.146    3.213    3.498    0.06294   0.09158   0.2027    0.08615   0.1276    0.1866    0.1866    0.1952    0.231     0        64703  
  6052   0.4996     0.9872    2.002    1.967    2.375     2.459    2.975    3.463    0.0473    0.06707   0.152     0.05737   0.09192   0.1002    0.09824   0.1054    0.70742   0        65402  
  6053   0.361      0.7482    0.8079   0.6822   1.084     0.7457   0.74     0.7376   0.04233   0.05906   0.1357    0.03768   0.08061   0.07266   0.06992   0.07657   0.345     0        65876  
  6062   0.1167     0.9634    3.8      4.093    5.734     7.53     9.695    14.0     0.04972   0.0702    0.1594    0.0708    0.09629   0.1013    0.09812   0.1064    0.731     0        64823  
  6068   22.74      67.94     125.2    128.8    153.9     189.1    241.0    314.0    0.1077    0.1587    0.3474    0.2067    0.2233    0.3619    0.3598    0.3747    0.437     100      63011  
  6071   2.507      4.009     7.979    7.714    9.066     9.97     11.05    13.04    0.04909   0.06979   0.1578    0.07034   0.09539   0.1011    0.0986    0.1065    0.7372    100      64868  
  6080   0.2251     0.7932    2.866    3.297    4.398     5.924    7.51     10.44    0.05367   0.07665   0.1725    0.08166   0.1058    0.1216    0.1185    0.1276    0.831     0        64400  
  6082   0.1761     0.2599    0.6973   0.6478   0.5514    0.7917   0.8464   0.9179   0.04812   0.06779   0.1546    0.06153   0.09327   0.1071    0.1049    0.1123    0.769     0        65510  
  6083   6.609      9.127     13.53    12.94    15.0      16.69    17.7     24.12    0.04932   0.06978   0.1585    0.07155   0.09586   0.1038    0.1013    0.109     0.458     100      64301  
  6084   0.1324     0.1555    0.6113   0.6548   0.9334    1.316    1.567    2.02     0.04227   0.05887   0.1355    0.04225   0.08014   0.07289   0.07021   0.07693   1.0175    0        65363  
  6092   0.1665     0.09233   0.5457   0.6647   1.046     1.756    2.38     3.888    0.04241   0.06078   0.1363    0.04684   0.08389   0.09248   0.09032   0.09721   1.2232    100      64736  
  6095   0.3221     1.53      5.091    5.657    7.844     11.04    15.04    25.08    0.05934   0.08463   0.1908    0.08602   0.1172    0.1362    0.1328    0.1427    0.604     100      64316  
  6096   1.556      1.464     2.152    1.816    1.607     1.581    2.451    2.647    0.06276   0.09054   0.2015    0.09183   0.1259    0.1734    0.1718    0.1812    2.15793   0        64955  
  6101   1.014      1.817     2.883    2.51     2.706     2.627    2.61     3.131    0.05765   0.08382   0.1862    0.08412   0.1173    0.1786    0.1782    0.1855    0.465     0        65003  
  6110   0.07729    0.1134    0.3879   0.296    0.656     0.6069   1.105    1.942    0.0449    0.06415   0.1443    0.05185   0.08865   0.1007    0.09897   0.1057    1.427     0        65090  
  6113   0.3949     2.197     7.658    8.463    11.3      14.77    19.19    27.72    0.05092   0.07246   0.1637    0.07406   0.1       0.1112    0.1086    0.1166    0.667     0        63896  
  6118   0.2618     0.4356    0.613    0.8153   0.9559    0.9959   1.081    0.9127   0.05029   0.07249   0.1618    0.0723    0.1003    0.127     0.1239    0.1321    0.78239   0        65234  
  6119   0.4415     0.6582    1.146    1.454    1.639     2.481    2.836    3.575    0.04319   0.06667   0.1388    0.07966   0.09298   0.1725    0.1707    0.1771    0.998     0        64349  
  6124   1.125      2.317     7.409    8.607    13.58     16.46    21.05    29.22    0.05927   0.08527   0.1905    0.0938    0.1178    0.1396    0.1361    0.1464    1.0218    100      64076  
  6136   0.3537     2.207     8.329    8.91     12.24     15.51    19.22    26.61    0.05731   0.08191   0.1843    0.09391   0.113     0.1252    0.1219    0.1315    0.729     0        64010  
  6140   2.745      5.426     11.7     11.64    12.81     16.66    20.74    26.62    0.09886   0.1479    0.3181    0.1464    0.2077    0.366     0.3655    0.3779    0.665     100      63413  
  6147   0.1264     0.1842    0.4896   0.3949   0.2172    0.7426   0.6449   1.034    0.05073   0.07085   0.1628    0.04752   0.09701   0.1075    0.1058    0.1133    1.317     0        64913  
  6148   0.1855     0.6688    1.226    0.9405   1.055     1.024    1.009    1.419    0.04107   0.05711   0.1314    0.042     0.07791   0.07156   0.0687    0.07548   0.341     0        64757  
  6149   0.6047     6.944     39.1     44.92    65.08     93.98    129.6    193.3    0.09042   0.1304    0.2912    0.2111    0.1815    0.234     0.2306    0.2452    0.734     101      59399  
  6156   0.1038     0.6452    2.353    3.173    5.688     7.894    10.03    14.04    0.04748   0.06714   0.1525    0.06816   0.09208   0.09471   0.09189   0.09959   1.018     0        63968  
  6158   0.2946     0.9387    2.241    2.424    3.493     3.733    4.83     6.627    0.0555    0.07919   0.1782    0.08179   0.1098    0.1415    0.1404    0.1485    0.542     0        64457  
  6163   7.441      16.93     28.79    30.05    36.66     42.56    49.69    66.47    0.07004   0.1021    0.2254    0.117     0.1427    0.2192    0.2177    0.2276    0.416     100      62927  
  6164   2.47       4.491     6.5      5.98     6.166     6.737    7.018    7.582    0.07666   0.112     0.2469    0.1229    0.157     0.2424    0.2426    0.2519    0.195     0        63554  
  6172   0.7435     0.5922    0.7367   0.6931   0.9144    1.054    1.08     1.235    0.04945   0.07128   0.1595    0.072     0.09903   0.1391    0.1381    0.1444    1.438     0        64547  
  6176   0.2904     0.4128    1.096    1.179    2.015     3.917    7.441    11.91    0.05417   0.07735   0.1744    0.07215   0.1072    0.1249    0.122     0.131     1.553     0        64121  
  6178   1.064      2.702     5.448    5.418    6.245     7.489    8.932    11.43    0.05979   0.0859    0.1923    0.09218   0.1196    0.1699    0.1688    0.1771    0.523     0        63920  
  6181   1.428      2.103     5.068    5.189    7.308     7.628    9.219    11.39    0.07582   0.1127    0.2448    0.1108    0.1593    0.2847    0.2837    0.2936    0.895     0        63497  
  6182   3.282      8.491     17.71    18.4     23.71     27.55    33.73    49.55    0.05467   0.07786   0.1756    0.08909   0.1071    0.1252    0.1227    0.1312    0.438     100      63461  
  6184   0.01487    0.0999    0.2598   0.315    0.8883    0.3948   0.4398   0.4348   0.04148   0.05812   0.1329    0.03247   0.07957   0.06457   0.06168   0.06831   4.439     0        64754  
  6185   0.4742     0.4489    0.9347   0.8148   1.426     1.829    2.384    2.77     0.0582    0.08566   0.1878    0.1113    0.1198    0.1894    0.1879    0.1967    1.318     0        63812  
  6202   0.05372    0.2893    0.8505   0.9592   1.137     1.534    1.872    2.448    0.04369   0.06177   0.1403    0.06624   0.08604   0.09369   0.09102   0.09842   0.671     0        63845  
  6209   0.3451     0.5359    1.533    1.748    2.187     3.099    4.492    5.829    0.0494    0.07137   0.1589    0.07348   0.09915   0.1302    0.1298    0.1362    1.0       0        64019  
  6210   0.8191     1.378     2.916    2.979    3.677     4.066    5.113    6.175    0.07038   0.1032    0.2263    0.1018    0.1437    0.2086    0.2073    0.2178    0.736     0        63650  
  6214   0.6993     0.8757    1.16     1.13     0.8084    0.9941   0.9124   1.023    0.0457    0.0668    0.1468    0.07979   0.0919    0.1083    0.1062    0.1137    0.468     0        64277  
  6220   0.3721     3.169     13.42    14.15    18.53     23.21    29.49    43.64    0.06537   0.09296   0.2103    0.1331    0.1288    0.1461    0.1423    0.1532    0.622     100      59411  
  6222   0.2819     0.9265    2.703    2.571    3.636     5.212    6.842    10.58    0.06915   0.1017    0.2231    0.1053    0.1448    0.2118    0.2075    0.2196    0.726     0        63053  
  6227   0.7987     1.484     2.259    2.384    2.57      2.793    2.939    3.521    0.05207   0.07406   0.1673    0.07333   0.1019    0.123     0.1215    0.129     0.619     0        63536  
  6229   0.2404     0.4887    1.058    1.202    1.586     1.735    2.067    2.299    0.04202   0.05934   0.1348    0.04615   0.08122   0.08011   0.0776    0.08445   0.95258   0        64058  
  6230   0.2347     0.1948    0.4105   0.4811   0.4964    0.3812   0.4539   0.4631   0.03032   0.04595   0.09756   0.0482    0.0637    0.08718   0.08444   0.09152   1.0       0        64391  
  6232   0.258      0.9643    3.24     3.43     4.282     5.811    7.191    9.288    0.06199   0.09015   0.1992    0.1024    0.125     0.1516    0.1476    0.1587    0.737     0        63284  
  6238   0.1646     1.397     6.261    6.702    9.256     12.6     16.02    22.37    0.04828   0.06814   0.155     0.06493   0.09343   0.09502   0.09207   0.09997   0.733     0        63242  
  6241   0.1518     0.005583  0.3554   0.4165   0.4836    0.7542   0.7224   0.8703   0.05331   0.07279   0.1708    0.04301   0.09877   0.1056    0.1039    0.111     1.096     0        63908  
  6245   0.7789     0.7652    1.208    1.185    1.77      1.812    2.168    2.741    0.05325   0.0762    0.1714    0.07871   0.1057    0.1438    0.1446    0.1508    1.316     0        63302  
  6247   0.1754     0.279     0.6995   0.3011   0.5355    0.2952   0.3273   0.4132   0.04136   0.05696   0.1324    0.04148   0.07753   0.06619   0.06365   0.07006   0.42      0        64109  
  6252   1.834      4.096     9.693    10.41    11.39     16.63    20.68    26.79    0.1039    0.1541    0.3351    0.1488    0.2186    0.3995    0.3983    0.4114    0.734     0        62309  
  6253   0.3584     0.7611    1.914    2.762    4.718     8.24     10.69    15.02    0.03389   0.0478    0.1082    0.05369   0.06769   0.09252   0.0894    0.09641   1.222     0        63551  
  6259   0.5251     1.695     4.07     4.21     5.296     6.59     8.252    11.32    0.05946   0.0856    0.1915    0.09147   0.1187    0.151     0.1488    0.158     0.53219   0        63068  
  6271   13.06      27.46     39.21    39.68    43.03     47.67    52.47    59.66    0.1541    0.2316    0.4975    0.2284    0.3281    0.5835    0.5838    0.603     0.2284    0        59903  
  6282   2.084      2.615     4.992    4.962    5.898     6.376    6.736    7.474    0.05643   0.08164   0.1817    0.08335   0.1125    0.1433    0.1417    0.1503    0.995     0        62981  
  6285   0.4259     0.5105    0.5904   0.6722   0.7954    1.097    1.522    1.722    0.04614   0.06693   0.1485    0.072     0.09316   0.1261    0.1246    0.1317    1.609     0        63332  
  6289   0.5206     3.521     15.35    16.53    23.18     29.1     36.64    51.83    0.06826   0.09816   0.2197    0.1233    0.1361    0.1671    0.1636    0.1749    0.738     0        61184  
  6294   1.762      3.099     5.73     6.583    8.372     12.52    16.48    21.92    0.1006    0.1507    0.3242    0.1425    0.2139    0.4222    0.4193    0.4322    1.097     100      61319  
  6296   0.4849     0.6942    0.7326   0.8411   0.926     0.8003   0.8317   0.9229   0.0345    0.05153   0.1105    0.06972   0.07232   0.1392    0.1397    0.1423    0.07615   0        62477  
  6300   0.4662     0.7389    0.9906   1.037    1.101     1.829    2.228    2.629    0.04519   0.06424   0.145     0.05448   0.08835   0.1026    0.101     0.1078    1.9057    0        62753  
  6301   0.5459     0.854     1.807    1.626    1.852     2.048    1.927    2.636    0.04803   0.06776   0.1543    0.05774   0.09306   0.105     0.1036    0.1105    0.66      0        63146  
  6302   0.1635     1.078     5.202    5.774    7.808     11.41    14.4     20.65    0.05253   0.07485   0.1688    0.08788   0.1027    0.1103    0.1074    0.1161    0.729     0        61481  
  6309   3.671      4.518     5.002    4.417    3.807     3.39     3.593    3.684    0.05982   0.08633   0.1926    0.08374   0.1202    0.1749    0.1773    0.1827    0.22696   0        62951  
  6310   0.2828     0.3843    0.9559   0.7162   0.4935    1.483    1.693    2.353    0.04446   0.06299   0.1426    0.04544   0.0856    0.08586   0.08371   0.09056   1.3563    0        63368  
  6311   1.066      1.334     1.66     1.465    1.578     1.582    1.403    1.548    0.05003   0.07172   0.1608    0.06816   0.099     0.1287    0.1277    0.1348    0.21324   0        63020  
  6313   5.392      12.26     19.47    18.85    20.75     23.65    27.16    32.43    0.07094   0.1043    0.2289    0.1081    0.1454    0.2355    0.2362    0.2448    0.229     0        61187  
  6316   0.3213     0.4146    0.948    1.034    1.933     1.685    1.973    2.074    0.06056   0.08709   0.1948    0.09159   0.1205    0.1629    0.1611    0.17      1.096     0        62585  
  6317   0.2641     0.5039    0.5586   0.7564   0.6435    0.9666   1.043    1.147    0.05632   0.08041   0.1807    0.06689   0.111     0.1295    0.1266    0.1363    0.523     0        63029  
  6334   0.6069     2.74      7.945    8.562    11.47     16.56    21.6     34.88    0.07881   0.114     0.2535    0.1151    0.1597    0.2311    0.2289    0.2406    0.578     0        62126  
  6336   0.091      0.07346   0.6203   0.7336   1.248     1.9      2.43     3.623    0.04319   0.06086   0.1386    0.05059   0.08365   0.08313   0.08031   0.08728   1.119     0        63056  
  6342   0.4008     0.805     1.082    1.403    1.463     1.504    1.68     1.858    0.04264   0.06442   0.1375    0.08033   0.08945   0.1298    0.1272    0.1349    0.5781    0        62813  
  6343   3.656      10.51     26.29    28.17    35.53     50.19    64.22    94.1     0.1335    0.2014    0.4317    0.187     0.2881    0.6211    0.6201    0.6337    0.668     100      60287  
  6344   0.4074     0.5391    1.031    0.8231   1.004     1.459    2.598    3.313    0.0557    0.08107   0.1795    0.08539   0.1125    0.1734    0.1742    0.1805    1.8361    0        62090  
  6347   0.2293     0.3543    0.5214   0.5075   0.5588    0.7612   1.048    1.127    0.04706   0.06715   0.1512    0.06065   0.09198   0.1079    0.1059    0.1133    1.8827    0        62759  
  6353   0.4885     0.369     0.4121   0.4967   0.5041    0.6338   0.432    0.7187   0.04264   0.05967   0.1368    0.04684   0.08178   0.07664   0.07369   0.0807    1.187     0        63194  
  6356   4.8        10.43     15.66    16.02    16.84     19.93    22.2     25.22    0.1476    0.2202    0.4767    0.1814    0.3111    0.5522    0.5516    0.5692    0.128     0        61229  
  6363   0.5821     0.6065    0.6144   1.069    2.222     1.693    1.901    2.11     0.07326   0.1091    0.2365    0.13      0.154     0.2703    0.2692    0.2795    1.095     0        62015  
  6368   0.3834     0.7094    1.143    1.122    1.505     1.302    1.218    1.544    0.04217   0.05919   0.1352    0.05308   0.08102   0.07707   0.07422   0.0812    0.57851   0        62924  
  6370   0.09917    0.1586    0.3955   0.2595   0.177     0.2901   0.3194   0.3348   0.04218   0.05815   0.1351    0.044     0.07915   0.07826   0.07609   0.08244   0.35      0        62906  
  6385   0.5058     1.034     2.31     1.978    2.263     2.614    3.065    3.767    0.05351   0.0766    0.1721    0.0651    0.1059    0.1325    0.1305    0.1384    0.57814   0        62597  
  6387   0.3725     3.036     13.16    14.17    19.6      25.32    33.87    49.83    0.06636   0.09504   0.2134    0.1289    0.1315    0.1541    0.1506    0.1616    0.669     100      60092  
  6395   0.06518    0.1965    0.8336   0.5678   0.8546    1.381    2.206    3.85     0.06139   0.08943   0.1979    0.07733   0.1245    0.1859    0.1829    0.1923    1.098     0        62141  
  6397   0.1451     0.3295    0.7207   0.6887   0.947     0.8098   0.8252   1.017    0.04113   0.05813   0.132     0.04544   0.07907   0.07528   0.07248   0.07926   0.73629   0        62861  
  6404   0.4837     0.4519    0.8996   0.9951   1.626     1.509    1.682    2.155    0.05561   0.07997   0.1787    0.0802    0.1107    0.1434    0.1428    0.1502    1.135     0        62078  
  6405   0.1929     0.2233    0.3563   0.4181   0.776     0.9938   1.151    1.757    0.04423   0.06144   0.1419    0.042     0.08441   0.07998   0.07754   0.08444   1.298     0        62258  
  6406   1.413      2.45      5.414    5.542    7.011     9.216    11.55    15.44    0.07903   0.1152    0.2545    0.1374    0.161     0.2488    0.2487    0.2582    0.763     0        61679  
  6411   0.194      0.5921    1.547    1.582    1.661     2.315    2.852    3.598    0.05258   0.07519   0.169     0.06592   0.1036    0.1315    0.1306    0.138     0.69      0        62135  
  6412   2.049      4.794     6.11     6.963    7.519     8.45     8.956    10.04    0.08282   0.1219    0.2673    0.1372    0.1712    0.2759    0.275     0.2862    0.31      0        61124  
  6415   0.07366    0.1882    0.2884   0.2175   0.1869    0.3861   0.3005   0.3304   0.04451   0.06153   0.1427    0.02933   0.08386   0.06784   0.06458   0.07194   0.479     0        62657  
  6424   0.09464    0.3299    0.985    1.538    3.209     5.449    8.031    12.25    0.06503   0.09422   0.2094    0.09762   0.131     0.1744    0.1709    0.1817    1.317     100      60362  
  6438   -0.02762   0.07209   0.399    0.2339   0.03091   0.1653   0.05163  0.1029   0.04294   0.05993   0.1378    0.0388    0.08153   0.07521   0.07345   0.07949   4.876503  0        62456  
  6442   0.2942     2.505     10.96    12.0     16.43     21.14    27.26    38.26    0.066     0.09449   0.2123    0.1223    0.1306    0.1488    0.1455    0.1562    0.667     0        60221  
  6447   0.2201     0.1863    0.5339   0.4371   0.808     0.5352   0.6158   0.585    0.04174   0.05758   0.1338    0.03825   0.07923   0.07082   0.0683    0.07477   0.982     0        62297  
  6448   2.038      3.252     3.809    3.319    3.553     2.678    2.973    2.995    0.05093   0.07266   0.1634    0.06721   0.09974   0.1158    0.1142    0.1218    0.228     0        61289  
  6454   0.5979     0.7093    1.32     1.237    1.268     2.232    2.565    3.224    0.04668   0.06628   0.1501    0.05811   0.09145   0.0998    0.09716   0.1047    1.4235    0        61856  
  6456   5.727      13.48     21.57    22.32    26.78     28.04    34.37    43.64    0.05942   0.08553   0.191     0.09322   0.1188    0.1663    0.1663    0.1736    0.363     100      60851  
  6462   0.7177     3.807     15.43    17.03    24.09     30.57    40.7     60.32    0.08298   0.1218    0.2674    0.1453    0.1694    0.2327    0.2291    0.2428    0.668     100      59129  
  6465   -0.03893   0.1099    0.691    0.9353   1.589     3.915    6.137    10.79    0.06555   0.09687   0.2114    0.1002    0.1357    0.214     0.2122    0.2216    1.3142    0        60965  
  6466   1.206      1.576     2.899    3.441    5.015     5.479    6.936    8.611    0.06006   0.08704   0.1932    0.08933   0.1204    0.1614    0.1608    0.169     1.045     0        60968  
  6470   0.005759   0.07704   0.6733   0.6474   0.862     1.17     1.517    2.206    0.04009   0.0555    0.1285    0.03408   0.07583   0.06314   0.0603    0.06664   0.735     0        62186  
  6475   1.011      2.363     5.888    6.436    8.638     11.35    15.77    25.96    0.07695   0.1125    0.2485    0.1077    0.1577    0.2441    0.2425    0.2527    0.53731   0        61226  
  6487   0.3932     0.8056    1.804    1.746    1.903     2.558    2.625    3.65     0.04981   0.07076   0.1602    0.06153   0.09763   0.1122    0.11      0.1176    0.57673   0        61751  
  6499   0.3957     0.4717    0.6317   0.9137   1.607     1.345    1.456    2.017    0.04867   0.06856   0.1562    0.05081   0.09406   0.1022    0.09973   0.1072    1.15883   0        61649  
  6501   0.8645     0.9536    1.539    1.649    2.183     2.232    2.651    3.627    0.06185   0.09035   0.1993    0.08812   0.1248    0.1594    0.1565    0.1671    1.3795    0        61334  
  6512   -0.05717   0.1139    0.03005  0.3714   -0.2856   0.3714   0.2999   0.3148   0.04806   0.07082   0.1548    0.05903   0.09673   0.1102    0.107     0.1153    4.531     0        61955  
  6515   0.1617     0.4809    1.248    1.144    1.455     1.593    1.845    2.572    0.04583   0.06436   0.147     0.04974   0.08831   0.09018   0.08768   0.09481   0.66931   0        61667  
  6516   0.5035     2.016     5.994    6.753    9.139     12.33    16.44    25.48    0.0713    0.1028    0.2297    0.113     0.1433    0.1934    0.1906    0.2021    0.577     0        60554  
  6535   0.2812     0.6979    1.91     2.563    4.03      5.999    8.035    11.21    0.06888   0.09955   0.2213    0.09904   0.1384    0.177     0.1729    0.1852    0.9758    0        60302  
  6544   0.8425     0.9562    1.434    1.523    2.045     2.311    2.409    2.948    0.04532   0.0637    0.1453    0.04995   0.08698   0.08698   0.08442   0.0916    1.2171    0        61133  
  6549   1.135      1.042     0.9998   1.081    1.072     1.398    1.72     1.438    0.04447   0.06224   0.1426    0.04521   0.08493   0.08242   0.08009   0.08685   1.607     0        61364  
  6550   0.5069     0.5151    1.096    1.648    2.654     4.965    7.447    10.23    0.05856   0.08454   0.1883    0.09617   0.117     0.1458    0.1426    0.1523    1.166     0        60518  
  6552   0.04965    0.2911    0.9515   1.079    1.749     1.738    2.015    3.043    0.04335   0.06079   0.1391    0.0473    0.08332   0.08126   0.07849   0.08552   0.737     0        61148  
  6558   0.2212     0.5398    0.2829   0.67     0.3555    0.7791   0.919    1.179    0.04436   0.0617    0.142     0.0407    0.08337   0.07167   0.06893   0.07592   3.193     100      61118  
  6564   1.066      2.087     5.147    5.39     6.589     7.641    9.333    11.54    0.06553   0.09556   0.211     0.1016    0.1327    0.1866    0.1849    0.195     0.814     0        60245  
  6567   0.1209     0.7506    3.552    3.709    5.109     6.866    8.912    12.9     0.04799   0.06798   0.1544    0.06526   0.09333   0.09641   0.09341   0.1013    0.736     0        60134  
  6581   0.3009     0.6341    1.312    1.276    0.9958    1.321    1.401    1.715    0.0575    0.08331   0.185     0.06737   0.1154    0.1564    0.1563    0.1641    3.7475    0        60530  
  6583   0.13       0.2133    0.1116   0.3776   0.5484    0.3723   0.3971   0.3606   0.04657   0.06818   0.15      0.07435   0.09464   0.115     0.1128    0.1204    0.438     0        61211  
  6584   1.141      1.289     1.938    2.259    2.823     3.257    3.766    3.933    0.06084   0.08777   0.1962    0.09206   0.1235    0.2007    0.2016    0.2083    1.0887    0        60533  
  6585   0.9688     0.8957    1.628    1.732    1.91      2.501    2.955    3.264    0.05385   0.07751   0.1733    0.0711    0.1072    0.1454    0.1452    0.1522    1.1191    0        60278  
  6589   0.1951     0.139     0.3042   0.3414   0.3937    0.392    0.2915   0.4193   0.03957   0.05535   0.127     0.04174   0.07603   0.07019   0.06736   0.07409   1.144     0        60839  
  6593   0.2752     0.2207    0.3002   0.4501   0.4754    0.7463   0.6387   0.8301   0.04723   0.06523   0.1513    0.03853   0.08847   0.08164   0.07898   0.08619   1.08      0        60938  
  6601   0.3746     0.3556    0.5318   0.6923   0.9833    1.567    1.652    2.809    0.05395   0.08139   0.174     0.07925   0.1121    0.1937    0.1921    0.1994    1.57      100      59846  
  6602   0.4163     0.7522    1.057    1.161    1.248     1.046    1.15     1.322    0.0547    0.07895   0.1756    0.06608   0.1092    0.1448    0.1434    0.1517    0.228     0        60452  
  6604   6.797      38.22     96.09    106.0    141.2     190.8    275.0    421.6    0.1339    0.195     0.4321    0.2393    0.2746    0.4282    0.422     0.442     0.31      100      57704  
  6608   0.5907     0.7456    1.428    1.511    1.62      1.627    1.701    1.735    0.04613   0.06477   0.1479    0.05123   0.08854   0.08799   0.08569   0.09282   0.869     0        60428  
  6617   0.4491     0.8043    0.9235   1.143    1.599     2.101    2.901    3.514    0.05755   0.08817   0.185     0.09241   0.1208    0.1753    0.1764    0.1833    1.2951    0        60266  
  6619   0.275      0.2361    0.5901   0.4707   0.7136    0.3968   0.5158   0.5103   0.04268   0.05915   0.1365    0.04017   0.08105   0.07792   0.07583   0.08243   0.765     0        60185  
  6622   0.7362     1.137     2.673    2.407    3.192     3.004    3.816    4.576    0.05249   0.07456   0.1687    0.06689   0.103     0.1193    0.1172    0.1251    0.546     0        60359  
  6623   3.382      11.38     24.45    25.46    32.24     39.08    51.45    70.58    0.07172   0.1042    0.231     0.1185    0.1445    0.2002    0.1983    0.2092    0.338     0        58067  
  6624   0.3517     0.4477    0.7103   0.6043   0.8159    0.9522   1.263    1.79     0.05135   0.07362   0.1652    0.0651    0.1016    0.1179    0.1149    0.1238    1.994     0        59843  
  6629   0.2878     0.2366    0.4932   0.3418   0.316     0.2871   0.5779   1.036    0.04784   0.06525   0.1529    0.03408   0.08805   0.07162   0.06916   0.07587   2.61228   110      60536  
  6632   1.826      2.934     5.155    4.892    5.139     5.921    6.602    7.181    0.07558   0.1117    0.2436    0.1235    0.1583    0.2905    0.2911    0.3003    0.62      0        59033  
  6634   0.2295     0.433     0.454    0.4039   0.3835    0.5291   0.4752   0.3561   0.04425   0.06092   0.1418    0.04864   0.0845    0.08844   0.086     0.093     0.30871   0        60647  
  6636   -0.01955   0.03908   0.9498   0.984    1.019     1.074    1.095    1.195    0.04112   0.05828   0.132     0.05227   0.08022   0.08031   0.07757   0.08458   4.82251   0        60479  
  6639   0.2731     0.6862    0.7844   0.8295   0.9002    0.8297   1.015    1.516    0.04568   0.06461   0.1466    0.05793   0.08843   0.09491   0.09339   0.1       2.81836   0        60155  
  6643   0.2783     0.47      0.8736   0.9608   1.378     1.569    1.672    2.751    0.04361   0.06109   0.1399    0.04886   0.0837    0.08378   0.08113   0.08813   1.17323   0        60386  
  6653   0.9645     1.02      0.9182   1.05     1.081     1.257    1.147    2.344    0.04207   0.05948   0.1351    0.04952   0.08111   0.07235   0.06925   0.07638   1.9403    0        60032  
  6668   0.5184     2.411     7.278    7.995    9.93      12.72    15.67    21.87    0.05759   0.08205   0.1852    0.1025    0.1133    0.1232    0.1194    0.1293    0.575     100      58712  
  6674   0.2638     0.3491    1.012    0.7463   1.094     1.468    2.056    3.066    0.04559   0.06403   0.1462    0.04449   0.0868    0.08149   0.07867   0.08579   1.447     0        60011  
  6677   0.1871     1.855     7.237    7.679    10.24     14.12    18.34    26.85    0.05965   0.08513   0.1919    0.1028    0.1176    0.1326    0.1291    0.1391    0.6194    0        57533  
  6681   0.6263     1.148     1.944    2.091    2.369     2.724    2.79     3.16     0.0709    0.1037    0.2286    0.1186    0.1456    0.2244    0.2228    0.233     0.735     0        58772  
  6682   0.1325     0.3108    1.361    1.579    2.987     3.912    5.041    7.398    0.04726   0.06782   0.1518    0.09077   0.08892   0.1008    0.09755   0.1057    1.277     0        59354  
  6701   1.175      1.373     2.097    2.127    2.646     2.687    2.706    3.029    0.04719   0.0665    0.1515    0.05566   0.09104   0.09472   0.09246   0.09976   1.018     0        59537  
  6708   0.0993     0.8917    3.559    3.765    5.111     6.374    8.025    11.38    0.04953   0.07017   0.1591    0.07406   0.09643   0.09842   0.0952    0.1035    0.736     0        58805  
  6713   0.6001     1.053     2.685    2.683    3.577     4.248    5.486    7.08     0.05444   0.07806   0.1749    0.0806    0.108     0.1431    0.1428    0.1499    0.968     0        59294  
  6714   0.2939     0.3067    0.4301   0.3      0.5027    0.3043   0.2684   0.3278   0.04515   0.06195   0.1443    0.03076   0.083     0.06331   0.06036   0.06686   0.517     0        59786  
  6715   0.2148     0.2181    0.6856   1.071    1.388     2.573    4.146    7.213    0.06034   0.08673   0.1943    0.08552   0.1205    0.1642    0.1636    0.1718    1.173     0        59090  
  6717   0.02417    0.194     0.8485   0.8639   1.368     2.32     3.93     6.295    0.05251   0.07626   0.1692    0.07816   0.1063    0.1462    0.1456    0.153     1.036     0        58871  
  6723   0.3101     0.5274    0.7331   0.8017   1.041     0.9434   1.055    1.081    0.04265   0.05948   0.1366    0.04798   0.08173   0.08297   0.08047   0.08736   0.74      0        59651  
  6725   0.2985     0.6403    1.985    1.821    2.563     3.471    4.68     6.869    0.05132   0.0732    0.1648    0.06359   0.1011    0.12      0.1186    0.1261    0.741     0        59213  
  6731   2.743      4.402     7.704    7.497    7.441     9.02     9.111    11.52    0.06417   0.09318   0.2062    0.08836   0.1299    0.2061    0.2053    0.2127    0.62589   0        58562  
  6740   17.4       63.73     115.0    119.3    143.8     166.2    192.2    231.4    0.1284    0.1884    0.4141    0.2973    0.2642    0.3998    0.3949    0.4151    0.1461    0        54353  
  6741   0.3278     0.4469    0.9008   0.9484   0.9134    1.602    1.871    2.37     0.04402   0.06248   0.1415    0.06608   0.08635   0.08822   0.08536   0.09274   1.173     0        59231  
